feedback_id,customer_name,feedback,date,product,clean_feedback
1321,Manoj,Nothing special,2025-01-23,E-commerce,nothingspecial
1322,Sneha,Okay for the price,2025-07-01,Mobile App,okayfortheprice
1323,Divya,Worst product ever,2025-08-21,Internet Service,worstproductever
1324,Suresh,Customer support did not respond,2025-07-21,Headphones,customersupportdidnotrespond
1325,Anitha,Average experience,2025-01-23,Banking App,averageexperience
1326,Priya,Worst product ever,2025-01-26,Headphones,worstproductever
1327,Manoj,Nothing special,2025-08-19,E-commerce,nothingspecial
1328,Pooja,"Amazing experience, highly recommend",2025-08-20,Laptop,amazingexperiencehighlyrecommend
1329,Suresh,"Amazing experience, highly recommend",2025-07-04,E-commerce,amazingexperiencehighlyrecommend
1330,Karthik,Excellent quality and very satisfied,2025-09-26,Smart Watch,excellentqualityandverysatisfied
1331,Sneha,Great service and fast delivery,2025-12-14,Internet Service,greatserviceandfastdelivery
1332,Suresh,Nothing special,2025-08-13,Internet Service,nothingspecial
1333,Priya,Very happy with the product,2025-11-04,Banking App,veryhappywiththeproduct
1334,Karthik,Delivery was too late,2025-01-10,Mobile,deliverywastoolate
1335,Arun,Support team was very helpful,2025-03-10,Headphones,supportteamwasveryhelpful
1336,Arun,Very happy with the product,2025-09-13,Mobile App,veryhappywiththeproduct
1337,Rahul,Decent product,2025-07-30,Banking App,decentproduct
1338,Pooja,Okay for the price,2025-05-08,Headphones,okayfortheprice
1339,Arun,Excellent quality and very satisfied,2025-08-14,Smart Watch,excellentqualityandverysatisfied
1340,Suresh,Excellent quality and very satisfied,2025-03-05,Smart Watch,excellentqualityandverysatisfied
1341,Sneha,Nothing special,2025-04-03,Smart Watch,nothingspecial
1342,Manoj,Very happy with the product,2025-05-19,Smart Watch,veryhappywiththeproduct
1343,Arun,"Amazing experience, highly recommend",2025-03-29,Mobile,amazingexperiencehighlyrecommend
1344,Divya,Poor quality and waste of money,2025-05-19,Banking App,poorqualityandwasteofmoney
1345,Rahul,Poor quality and waste of money,2025-07-20,Smart Watch,poorqualityandwasteofmoney
1346,Pooja,Great service and fast delivery,2025-04-26,Smart Watch,greatserviceandfastdelivery
1347,Pooja,Support team was very helpful,2025-09-20,Laptop,supportteamwasveryhelpful
1348,Suresh,Nothing special,2025-03-11,Banking App,nothingspecial
1349,Priya,Worst product ever,2025-08-22,Smart Watch,worstproductever
1350,Manoj,Poor quality and waste of money,2025-12-30,Internet Service,poorqualityandwasteofmoney
1351,Pooja,Poor quality and waste of money,2025-01-04,Headphones,poorqualityandwasteofmoney
1352,Sneha,Decent product,2025-06-07,Mobile App,decentproduct
1353,Rahul,Okay for the price,2025-11-09,E-commerce,okayfortheprice
1354,Rahul,Support team was very helpful,2025-12-29,Mobile,supportteamwasveryhelpful
1355,Karthik,Very bad experience and disappointed,2025-07-14,Banking App,verybadexperienceanddisappointed
1356,Anitha,Acceptable performance,2025-02-08,Mobile,acceptableperformance
1357,Anitha,Excellent quality and very satisfied,2025-12-17,Mobile App,excellentqualityandverysatisfied
1358,Rahul,Excellent quality and very satisfied,2025-10-26,Smart Watch,excellentqualityandverysatisfied
1359,Pooja,Decent product,2025-02-06,Mobile App,decentproduct
1360,Rahul,"Amazing experience, highly recommend",2025-07-10,Smart Watch,amazingexperiencehighlyrecommend
1361,Karthik,Nothing special,2025-07-27,Banking App,nothingspecial
1362,Karthik,Okay for the price,2025-06-14,Mobile App,okayfortheprice
1363,Manoj,Poor quality and waste of money,2025-03-15,Mobile,poorqualityandwasteofmoney
1364,Manoj,"Amazing experience, highly recommend",2025-06-27,E-commerce,amazingexperiencehighlyrecommend
1365,Divya,Nothing special,2025-11-10,Smart Watch,nothingspecial
1366,Karthik,Great service and fast delivery,2025-04-25,Mobile App,greatserviceandfastdelivery
1367,Suresh,Very bad experience and disappointed,2025-11-07,Banking App,verybadexperienceanddisappointed
1368,Arun,Great service and fast delivery,2025-12-26,Smart Watch,greatserviceandfastdelivery
1369,Divya,Average experience,2025-04-14,E-commerce,averageexperience
1370,Rahul,Great service and fast delivery,2025-08-21,Smart Watch,greatserviceandfastdelivery
1371,Anitha,Support team was very helpful,2025-02-21,Laptop,supportteamwasveryhelpful
1372,Arun,Very happy with the product,2025-03-04,Smart Watch,veryhappywiththeproduct
1373,Rahul,Average experience,2025-01-09,Mobile App,averageexperience
1374,Arun,Nothing special,2025-07-14,Internet Service,nothingspecial
1375,Anitha,Poor quality and waste of money,2025-09-29,Laptop,poorqualityandwasteofmoney
1376,Sneha,Poor quality and waste of money,2025-06-26,Banking App,poorqualityandwasteofmoney
1377,Karthik,Very happy with the product,2025-04-30,Headphones,veryhappywiththeproduct
1378,Rahul,Excellent quality and very satisfied,2025-04-13,Internet Service,excellentqualityandverysatisfied
1379,Manoj,Very bad experience and disappointed,2025-06-14,E-commerce,verybadexperienceanddisappointed
1380,Divya,Worst product ever,2025-12-08,Laptop,worstproductever
1381,Sneha,Very happy with the product,2025-09-05,E-commerce,veryhappywiththeproduct
1382,Arun,Nothing special,2025-08-08,Mobile App,nothingspecial
1383,Rahul,Excellent quality and very satisfied,2025-04-15,Banking App,excellentqualityandverysatisfied
1384,Divya,Nothing special,2025-10-12,Internet Service,nothingspecial
1385,Anitha,Nothing special,2025-06-03,Laptop,nothingspecial
1386,Manoj,Customer support did not respond,2025-06-12,Internet Service,customersupportdidnotrespond
1387,Arun,Excellent quality and very satisfied,2025-07-08,Headphones,excellentqualityandverysatisfied
1388,Anitha,Excellent quality and very satisfied,2025-02-08,Smart Watch,excellentqualityandverysatisfied
1389,Divya,Poor quality and waste of money,2025-11-10,Banking App,poorqualityandwasteofmoney
1390,Karthik,Support team was very helpful,2025-10-28,Mobile,supportteamwasveryhelpful
1391,Anitha,Acceptable performance,2025-05-25,Laptop,acceptableperformance
1392,Arun,Okay for the price,2025-06-16,Banking App,okayfortheprice
1393,Pooja,"Amazing experience, highly recommend",2025-11-25,Laptop,amazingexperiencehighlyrecommend
1394,Pooja,Okay for the price,2025-04-12,Laptop,okayfortheprice
1395,Karthik,Acceptable performance,2025-02-05,Internet Service,acceptableperformance
1396,Sneha,Poor quality and waste of money,2025-02-20,Mobile,poorqualityandwasteofmoney
1397,Priya,Excellent quality and very satisfied,2025-02-25,Banking App,excellentqualityandverysatisfied
1398,Rahul,Very happy with the product,2025-12-12,E-commerce,veryhappywiththeproduct
1399,Manoj,Acceptable performance,2025-11-07,Smart Watch,acceptableperformance
1400,Suresh,Average experience,2025-12-25,Internet Service,averageexperience
1401,Arun,Customer support did not respond,2025-05-29,E-commerce,customersupportdidnotrespond
1402,Manoj,Average experience,2025-12-16,Headphones,averageexperience
1403,Anitha,Worst product ever,2025-12-17,Mobile App,worstproductever
1404,Manoj,Support team was very helpful,2025-05-30,Mobile App,supportteamwasveryhelpful
1405,Arun,Very happy with the product,2025-02-04,Mobile,veryhappywiththeproduct
1406,Divya,Delivery was too late,2025-04-17,Headphones,deliverywastoolate
1407,Arun,"Amazing experience, highly recommend",2025-07-10,Smart Watch,amazingexperiencehighlyrecommend
1408,Anitha,"Amazing experience, highly recommend",2025-12-29,Internet Service,amazingexperiencehighlyrecommend
1409,Karthik,Great service and fast delivery,2025-05-05,Banking App,greatserviceandfastdelivery
1410,Manoj,Support team was very helpful,2025-05-22,Smart Watch,supportteamwasveryhelpful
1411,Pooja,Delivery was too late,2025-05-10,Banking App,deliverywastoolate
1412,Manoj,Customer support did not respond,2025-09-02,Headphones,customersupportdidnotrespond
1413,Priya,Okay for the price,2025-10-08,Headphones,okayfortheprice
1414,Arun,Very bad experience and disappointed,2025-12-07,Smart Watch,verybadexperienceanddisappointed
1415,Arun,Great service and fast delivery,2025-11-20,Headphones,greatserviceandfastdelivery
1416,Sneha,Excellent quality and very satisfied,2025-02-03,Laptop,excellentqualityandverysatisfied
1417,Anitha,Delivery was too late,2025-04-02,E-commerce,deliverywastoolate
1418,Manoj,Average experience,2025-06-20,Mobile App,averageexperience
1419,Sneha,Customer support did not respond,2025-06-29,Laptop,customersupportdidnotrespond
1420,Manoj,Excellent quality and very satisfied,2025-08-11,Headphones,excellentqualityandverysatisfied
1421,Karthik,Very bad experience and disappointed,2025-06-28,Laptop,verybadexperienceanddisappointed
1422,Arun,Average experience,2025-09-29,Smart Watch,averageexperience
1423,Pooja,Support team was very helpful,2025-05-07,Mobile App,supportteamwasveryhelpful
1424,Divya,Very bad experience and disappointed,2025-11-15,Mobile App,verybadexperienceanddisappointed
1425,Priya,"Amazing experience, highly recommend",2025-10-20,E-commerce,amazingexperiencehighlyrecommend
1426,Sneha,Excellent quality and very satisfied,2025-10-22,Smart Watch,excellentqualityandverysatisfied
1427,Rahul,Customer support did not respond,2025-05-15,Internet Service,customersupportdidnotrespond
1428,Anitha,Poor quality and waste of money,2025-08-19,E-commerce,poorqualityandwasteofmoney
1429,Manoj,Support team was very helpful,2025-07-08,Headphones,supportteamwasveryhelpful
1430,Manoj,Customer support did not respond,2025-09-05,E-commerce,customersupportdidnotrespond
1431,Rahul,Support team was very helpful,2025-02-22,Internet Service,supportteamwasveryhelpful
1432,Karthik,Okay for the price,2025-10-03,E-commerce,okayfortheprice
1433,Rahul,Worst product ever,2025-02-24,Smart Watch,worstproductever
1434,Pooja,Acceptable performance,2025-10-26,E-commerce,acceptableperformance
1435,Suresh,Acceptable performance,2025-06-21,Internet Service,acceptableperformance
1436,Pooja,Poor quality and waste of money,2025-04-11,Laptop,poorqualityandwasteofmoney
1437,Pooja,Very bad experience and disappointed,2025-12-06,Mobile App,verybadexperienceanddisappointed
1438,Anitha,Customer support did not respond,2025-10-27,Mobile App,customersupportdidnotrespond
1439,Pooja,Worst product ever,2025-08-23,Mobile App,worstproductever
1440,Divya,Acceptable performance,2025-03-02,Banking App,acceptableperformance
1441,Arun,Average experience,2025-06-14,E-commerce,averageexperience
1442,Divya,"Amazing experience, highly recommend",2025-06-29,Laptop,amazingexperiencehighlyrecommend
1443,Sneha,Poor quality and waste of money,2025-03-12,Internet Service,poorqualityandwasteofmoney
1444,Sneha,Excellent quality and very satisfied,2025-12-11,Smart Watch,excellentqualityandverysatisfied
1445,Pooja,Decent product,2025-07-20,Banking App,decentproduct
1446,Anitha,Nothing special,2025-11-23,E-commerce,nothingspecial
1447,Pooja,"Amazing experience, highly recommend",2025-09-19,Mobile,amazingexperiencehighlyrecommend
1448,Priya,"Amazing experience, highly recommend",2025-02-21,Mobile App,amazingexperiencehighlyrecommend
1449,Rahul,Great service and fast delivery,2025-07-08,E-commerce,greatserviceandfastdelivery
1450,Anitha,Decent product,2025-07-07,Mobile App,decentproduct
1451,Arun,Great service and fast delivery,2025-09-19,Laptop,greatserviceandfastdelivery
1452,Priya,Worst product ever,2025-03-26,Headphones,worstproductever
1453,Priya,Great service and fast delivery,2025-05-25,Laptop,greatserviceandfastdelivery
1454,Divya,Excellent quality and very satisfied,2025-09-12,E-commerce,excellentqualityandverysatisfied
1455,Manoj,Very bad experience and disappointed,2025-01-22,E-commerce,verybadexperienceanddisappointed
1456,Suresh,Poor quality and waste of money,2025-09-09,E-commerce,poorqualityandwasteofmoney
1457,Anitha,Great service and fast delivery,2025-09-18,E-commerce,greatserviceandfastdelivery
1458,Divya,Okay for the price,2025-10-28,Headphones,okayfortheprice
1459,Manoj,Very happy with the product,2025-04-29,Mobile,veryhappywiththeproduct
1460,Manoj,Delivery was too late,2025-12-16,Laptop,deliverywastoolate
1461,Sneha,"Amazing experience, highly recommend",2025-07-03,Smart Watch,amazingexperiencehighlyrecommend
1462,Pooja,"Amazing experience, highly recommend",2025-05-01,Mobile App,amazingexperiencehighlyrecommend
1463,Pooja,Very bad experience and disappointed,2025-08-30,Laptop,verybadexperienceanddisappointed
1464,Priya,Okay for the price,2025-05-30,Mobile,okayfortheprice
1465,Priya,Average experience,2025-02-09,Headphones,averageexperience
1466,Pooja,Decent product,2025-04-03,Internet Service,decentproduct
1467,Arun,Very bad experience and disappointed,2025-05-04,Laptop,verybadexperienceanddisappointed
1468,Karthik,Customer support did not respond,2025-03-01,Internet Service,customersupportdidnotrespond
1469,Priya,Customer support did not respond,2025-01-04,Headphones,customersupportdidnotrespond
1470,Rahul,Support team was very helpful,2025-08-31,Mobile,supportteamwasveryhelpful
1471,Manoj,Okay for the price,2025-09-23,Mobile,okayfortheprice
1472,Pooja,Poor quality and waste of money,2025-09-02,Internet Service,poorqualityandwasteofmoney
1473,Pooja,Decent product,2025-10-20,Laptop,decentproduct
1474,Anitha,Customer support did not respond,2025-08-29,Banking App,customersupportdidnotrespond
1475,Rahul,Average experience,2025-12-05,Mobile,averageexperience
1476,Rahul,Customer support did not respond,2025-08-25,Smart Watch,customersupportdidnotrespond
1477,Sneha,Customer support did not respond,2025-10-16,Headphones,customersupportdidnotrespond
1478,Arun,Decent product,2025-10-01,Mobile App,decentproduct
1479,Pooja,Average experience,2025-11-18,E-commerce,averageexperience
1480,Rahul,Okay for the price,2025-12-12,Smart Watch,okayfortheprice
1481,Divya,Poor quality and waste of money,2025-06-23,Internet Service,poorqualityandwasteofmoney
1482,Pooja,Great service and fast delivery,2025-05-17,Internet Service,greatserviceandfastdelivery
1483,Sneha,Support team was very helpful,2025-04-17,Smart Watch,supportteamwasveryhelpful
1484,Suresh,Customer support did not respond,2025-11-13,Mobile,customersupportdidnotrespond
1485,Anitha,Great service and fast delivery,2025-01-10,Internet Service,greatserviceandfastdelivery
1486,Priya,Decent product,2025-09-22,E-commerce,decentproduct
1487,Anitha,Customer support did not respond,2025-06-25,Internet Service,customersupportdidnotrespond
1488,Arun,Acceptable performance,2025-01-19,Mobile,acceptableperformance
1489,Pooja,Decent product,2025-01-23,E-commerce,decentproduct
1490,Divya,"Amazing experience, highly recommend",2025-03-28,Smart Watch,amazingexperiencehighlyrecommend
1491,Rahul,Decent product,2025-10-21,Headphones,decentproduct
1492,Anitha,Great service and fast delivery,2025-06-03,Mobile App,greatserviceandfastdelivery
1493,Anitha,Poor quality and waste of money,2025-08-07,Smart Watch,poorqualityandwasteofmoney
1494,Arun,Very happy with the product,2025-01-09,Banking App,veryhappywiththeproduct
1495,Pooja,Very happy with the product,2025-11-05,Banking App,veryhappywiththeproduct
1496,Rahul,Acceptable performance,2025-03-26,Headphones,acceptableperformance
1497,Manoj,"Amazing experience, highly recommend",2025-08-03,Smart Watch,amazingexperiencehighlyrecommend
1498,Sneha,Decent product,2025-12-18,E-commerce,decentproduct
1499,Rahul,Nothing special,2025-12-08,Mobile,nothingspecial
1500,Karthik,Very happy with the product,2025-02-22,Laptop,veryhappywiththeproduct
1501,Rahul,Very bad experience and disappointed,2025-07-20,Mobile,verybadexperienceanddisappointed
1502,Divya,Delivery was too late,2025-11-08,E-commerce,deliverywastoolate
1503,Manoj,Delivery was too late,2025-08-29,Smart Watch,deliverywastoolate
1504,Rahul,Poor quality and waste of money,2025-09-22,Headphones,poorqualityandwasteofmoney
1505,Suresh,Great service and fast delivery,2025-03-29,Mobile,greatserviceandfastdelivery
1506,Rahul,Poor quality and waste of money,2025-10-07,Mobile,poorqualityandwasteofmoney
1507,Anitha,Okay for the price,2025-11-13,Smart Watch,okayfortheprice
1508,Rahul,Very bad experience and disappointed,2025-05-27,Smart Watch,verybadexperienceanddisappointed
1509,Anitha,Decent product,2025-08-09,Headphones,decentproduct
1510,Arun,Nothing special,2025-06-12,Internet Service,nothingspecial
1511,Pooja,Support team was very helpful,2025-12-24,E-commerce,supportteamwasveryhelpful
1512,Pooja,"Amazing experience, highly recommend",2025-10-18,Laptop,amazingexperiencehighlyrecommend
1513,Manoj,Okay for the price,2025-09-12,Smart Watch,okayfortheprice
1514,Anitha,Worst product ever,2025-01-14,Mobile App,worstproductever
1515,Manoj,Support team was very helpful,2025-04-15,Internet Service,supportteamwasveryhelpful
1516,Arun,"Amazing experience, highly recommend",2025-06-20,Mobile App,amazingexperiencehighlyrecommend
1517,Divya,Acceptable performance,2025-09-20,Mobile App,acceptableperformance
1518,Rahul,Very bad experience and disappointed,2025-03-10,Laptop,verybadexperienceanddisappointed
1519,Divya,Acceptable performance,2025-09-07,Mobile App,acceptableperformance
1520,Arun,Excellent quality and very satisfied,2025-09-02,E-commerce,excellentqualityandverysatisfied
1521,Manoj,Excellent quality and very satisfied,2025-05-17,Mobile,excellentqualityandverysatisfied
1522,Divya,Delivery was too late,2026-01-01,E-commerce,deliverywastoolate
1523,Arun,Support team was very helpful,2025-06-02,Internet Service,supportteamwasveryhelpful
1524,Pooja,Worst product ever,2025-01-14,Internet Service,worstproductever
1525,Rahul,Worst product ever,2025-12-09,Banking App,worstproductever
1526,Anitha,Customer support did not respond,2025-02-07,Mobile,customersupportdidnotrespond
1527,Rahul,"Amazing experience, highly recommend",2025-08-16,Headphones,amazingexperiencehighlyrecommend
1528,Karthik,"Amazing experience, highly recommend",2025-05-01,Mobile App,amazingexperiencehighlyrecommend
1529,Sneha,Decent product,2025-05-04,Headphones,decentproduct
1530,Pooja,Okay for the price,2025-07-27,Banking App,okayfortheprice
1531,Pooja,Support team was very helpful,2025-06-26,Internet Service,supportteamwasveryhelpful
1532,Manoj,"Amazing experience, highly recommend",2025-08-09,Banking App,amazingexperiencehighlyrecommend
1533,Anitha,Delivery was too late,2025-06-23,Laptop,deliverywastoolate
1534,Karthik,Very happy with the product,2025-05-04,Headphones,veryhappywiththeproduct
1535,Priya,Decent product,2025-08-10,Laptop,decentproduct
1536,Divya,Average experience,2025-08-27,Banking App,averageexperience
1537,Suresh,Worst product ever,2025-06-01,Laptop,worstproductever
1538,Anitha,Delivery was too late,2025-05-16,Headphones,deliverywastoolate
1539,Arun,Delivery was too late,2025-04-13,Laptop,deliverywastoolate
1540,Sneha,Great service and fast delivery,2025-05-31,Mobile App,greatserviceandfastdelivery
1541,Manoj,Acceptable performance,2025-10-20,Laptop,acceptableperformance
1542,Divya,Acceptable performance,2025-09-02,Mobile,acceptableperformance
1543,Sneha,Okay for the price,2025-07-18,Mobile App,okayfortheprice
1544,Anitha,Delivery was too late,2025-07-16,E-commerce,deliverywastoolate
1545,Priya,Great service and fast delivery,2025-04-05,E-commerce,greatserviceandfastdelivery
1546,Rahul,Acceptable performance,2025-06-19,Mobile,acceptableperformance
1547,Rahul,Decent product,2025-07-10,Smart Watch,decentproduct
1548,Priya,Very happy with the product,2025-09-03,Headphones,veryhappywiththeproduct
1549,Priya,"Amazing experience, highly recommend",2025-03-25,Smart Watch,amazingexperiencehighlyrecommend
1550,Rahul,Excellent quality and very satisfied,2025-10-22,Headphones,excellentqualityandverysatisfied
1551,Priya,Very happy with the product,2025-11-11,Mobile App,veryhappywiththeproduct
1552,Anitha,Poor quality and waste of money,2025-01-29,Mobile App,poorqualityandwasteofmoney
1553,Manoj,Great service and fast delivery,2025-05-09,E-commerce,greatserviceandfastdelivery
1554,Pooja,"Amazing experience, highly recommend",2025-01-22,Mobile App,amazingexperiencehighlyrecommend
1555,Priya,Nothing special,2025-03-01,Mobile App,nothingspecial
1556,Priya,Acceptable performance,2025-04-30,Mobile App,acceptableperformance
1557,Rahul,Very bad experience and disappointed,2025-11-06,Headphones,verybadexperienceanddisappointed
1558,Priya,Okay for the price,2025-09-17,Headphones,okayfortheprice
1559,Pooja,Support team was very helpful,2025-08-21,Internet Service,supportteamwasveryhelpful
1560,Sneha,Poor quality and waste of money,2025-11-13,Mobile App,poorqualityandwasteofmoney
1561,Suresh,Delivery was too late,2025-10-25,E-commerce,deliverywastoolate
1562,Suresh,Customer support did not respond,2025-01-13,Headphones,customersupportdidnotrespond
1563,Anitha,Okay for the price,2025-09-13,Mobile App,okayfortheprice
1564,Karthik,Acceptable performance,2025-05-05,Mobile,acceptableperformance
1565,Priya,Worst product ever,2025-09-24,E-commerce,worstproductever
1566,Divya,Delivery was too late,2025-03-04,Headphones,deliverywastoolate
1567,Suresh,Average experience,2025-05-17,Mobile,averageexperience
1568,Priya,Customer support did not respond,2025-11-09,Banking App,customersupportdidnotrespond
1569,Rahul,Average experience,2025-11-13,Banking App,averageexperience
1570,Suresh,Customer support did not respond,2025-10-25,Laptop,customersupportdidnotrespond
1571,Manoj,Worst product ever,2025-01-24,Mobile App,worstproductever
1572,Arun,Okay for the price,2025-10-11,Headphones,okayfortheprice
1573,Rahul,Average experience,2025-07-16,Mobile,averageexperience
1574,Divya,Worst product ever,2025-09-18,Internet Service,worstproductever
1575,Suresh,Customer support did not respond,2025-08-11,Smart Watch,customersupportdidnotrespond
1576,Suresh,Very bad experience and disappointed,2025-03-22,E-commerce,verybadexperienceanddisappointed
1577,Sneha,Decent product,2025-09-21,Headphones,decentproduct
1578,Divya,Very bad experience and disappointed,2025-03-02,Mobile,verybadexperienceanddisappointed
1579,Suresh,Customer support did not respond,2025-05-30,Mobile,customersupportdidnotrespond
1580,Karthik,Average experience,2025-04-19,Banking App,averageexperience
1581,Sneha,Very happy with the product,2025-06-30,Banking App,veryhappywiththeproduct
1582,Rahul,Very happy with the product,2025-01-04,Mobile,veryhappywiththeproduct
1583,Priya,Very bad experience and disappointed,2025-10-02,Banking App,verybadexperienceanddisappointed
1584,Sneha,Decent product,2025-04-30,E-commerce,decentproduct
1585,Anitha,Poor quality and waste of money,2025-04-25,Laptop,poorqualityandwasteofmoney
1586,Rahul,Worst product ever,2025-06-02,E-commerce,worstproductever
1587,Pooja,Customer support did not respond,2025-10-16,E-commerce,customersupportdidnotrespond
1588,Priya,Support team was very helpful,2025-02-12,Headphones,supportteamwasveryhelpful
1589,Arun,Acceptable performance,2025-04-10,Banking App,acceptableperformance
1590,Suresh,Support team was very helpful,2025-07-21,Headphones,supportteamwasveryhelpful
1591,Karthik,Nothing special,2025-08-27,Laptop,nothingspecial
1592,Pooja,Delivery was too late,2025-11-23,Internet Service,deliverywastoolate
1593,Rahul,Very bad experience and disappointed,2025-12-30,Laptop,verybadexperienceanddisappointed
1594,Suresh,Average experience,2025-05-21,Mobile App,averageexperience
1595,Arun,Support team was very helpful,2025-10-15,Headphones,supportteamwasveryhelpful
1596,Sneha,Average experience,2025-03-06,Mobile,averageexperience
1597,Manoj,Poor quality and waste of money,2025-07-24,Laptop,poorqualityandwasteofmoney
1598,Arun,Average experience,2025-11-08,Headphones,averageexperience
1599,Suresh,Nothing special,2025-04-16,Mobile,nothingspecial
1600,Manoj,Poor quality and waste of money,2025-05-10,E-commerce,poorqualityandwasteofmoney
1601,Manoj,Delivery was too late,2025-11-17,Mobile App,deliverywastoolate
1602,Rahul,Nothing special,2025-05-29,Headphones,nothingspecial
1603,Suresh,Okay for the price,2025-08-09,Banking App,okayfortheprice
1604,Manoj,Nothing special,2025-12-20,Smart Watch,nothingspecial
1605,Priya,Acceptable performance,2025-05-03,E-commerce,acceptableperformance
1606,Priya,Decent product,2025-08-12,Laptop,decentproduct
1607,Anitha,Nothing special,2025-06-11,Smart Watch,nothingspecial
1608,Rahul,Customer support did not respond,2025-04-09,Smart Watch,customersupportdidnotrespond
1609,Arun,Customer support did not respond,2025-06-21,Smart Watch,customersupportdidnotrespond
1610,Divya,Acceptable performance,2025-05-17,Mobile App,acceptableperformance
1611,Divya,Delivery was too late,2025-12-15,Smart Watch,deliverywastoolate
1612,Anitha,Support team was very helpful,2025-11-05,Banking App,supportteamwasveryhelpful
1613,Manoj,Worst product ever,2025-11-07,Mobile App,worstproductever
1614,Priya,Excellent quality and very satisfied,2025-01-23,Mobile App,excellentqualityandverysatisfied
1615,Priya,Worst product ever,2025-07-08,Laptop,worstproductever
1616,Priya,Worst product ever,2025-02-06,Banking App,worstproductever
1617,Sneha,Very happy with the product,2025-09-05,E-commerce,veryhappywiththeproduct
1618,Manoj,Delivery was too late,2025-09-18,E-commerce,deliverywastoolate
1619,Sneha,Delivery was too late,2025-12-23,Headphones,deliverywastoolate
1620,Priya,Very bad experience and disappointed,2025-02-05,Internet Service,verybadexperienceanddisappointed
1621,Sneha,Acceptable performance,2025-05-21,Banking App,acceptableperformance
1622,Manoj,Okay for the price,2025-09-16,Banking App,okayfortheprice
1623,Divya,Worst product ever,2025-11-16,Banking App,worstproductever
1624,Pooja,Very bad experience and disappointed,2025-12-25,Mobile App,verybadexperienceanddisappointed
1625,Arun,Nothing special,2025-04-09,Smart Watch,nothingspecial
1626,Divya,Worst product ever,2025-11-20,Headphones,worstproductever
1627,Suresh,Very bad experience and disappointed,2025-09-17,E-commerce,verybadexperienceanddisappointed
1628,Anitha,Worst product ever,2025-11-08,Internet Service,worstproductever
1629,Manoj,Great service and fast delivery,2025-02-25,Mobile App,greatserviceandfastdelivery
1630,Manoj,Very bad experience and disappointed,2025-10-23,Smart Watch,verybadexperienceanddisappointed
1631,Divya,"Amazing experience, highly recommend",2025-01-01,Laptop,amazingexperiencehighlyrecommend
1632,Divya,Great service and fast delivery,2025-07-28,Banking App,greatserviceandfastdelivery
1633,Manoj,Delivery was too late,2025-09-19,Smart Watch,deliverywastoolate
1634,Rahul,Nothing special,2025-04-23,E-commerce,nothingspecial
1635,Divya,Great service and fast delivery,2025-08-04,Smart Watch,greatserviceandfastdelivery
1636,Divya,Acceptable performance,2025-09-11,E-commerce,acceptableperformance
1637,Divya,Acceptable performance,2025-10-09,Internet Service,acceptableperformance
1638,Divya,Delivery was too late,2025-12-18,Smart Watch,deliverywastoolate
1639,Anitha,Worst product ever,2025-11-19,Internet Service,worstproductever
1640,Karthik,Customer support did not respond,2025-05-20,Laptop,customersupportdidnotrespond
1641,Suresh,Acceptable performance,2025-12-07,Mobile,acceptableperformance
1642,Pooja,Customer support did not respond,2025-12-15,Headphones,customersupportdidnotrespond
1643,Divya,Very bad experience and disappointed,2025-11-01,Internet Service,verybadexperienceanddisappointed
1644,Pooja,Excellent quality and very satisfied,2025-09-09,Mobile,excellentqualityandverysatisfied
1645,Divya,Customer support did not respond,2025-06-16,Internet Service,customersupportdidnotrespond
1646,Priya,Decent product,2025-02-28,Mobile,decentproduct
1647,Sneha,Nothing special,2025-03-19,E-commerce,nothingspecial
1648,Manoj,Great service and fast delivery,2025-05-11,Banking App,greatserviceandfastdelivery
1649,Divya,Excellent quality and very satisfied,2025-08-08,Mobile App,excellentqualityandverysatisfied
1650,Rahul,"Amazing experience, highly recommend",2025-07-24,Banking App,amazingexperiencehighlyrecommend
1651,Karthik,Acceptable performance,2025-03-17,Mobile App,acceptableperformance
1652,Sneha,Excellent quality and very satisfied,2025-04-28,Mobile App,excellentqualityandverysatisfied
1653,Rahul,Excellent quality and very satisfied,2025-01-02,Laptop,excellentqualityandverysatisfied
1654,Pooja,Decent product,2025-07-07,Mobile,decentproduct
1655,Anitha,Okay for the price,2025-03-20,E-commerce,okayfortheprice
1656,Rahul,Excellent quality and very satisfied,2025-06-19,Internet Service,excellentqualityandverysatisfied
1657,Divya,Nothing special,2025-08-28,Smart Watch,nothingspecial
1658,Suresh,Great service and fast delivery,2025-10-12,Headphones,greatserviceandfastdelivery
1659,Divya,Customer support did not respond,2025-10-11,Headphones,customersupportdidnotrespond
1660,Divya,Average experience,2025-05-15,Mobile,averageexperience
1661,Sneha,Customer support did not respond,2025-12-17,Mobile App,customersupportdidnotrespond
1662,Anitha,Average experience,2025-09-07,Smart Watch,averageexperience
1663,Anitha,Nothing special,2025-04-09,Smart Watch,nothingspecial
1664,Sneha,Acceptable performance,2025-07-26,E-commerce,acceptableperformance
1665,Suresh,Excellent quality and very satisfied,2025-12-06,Mobile,excellentqualityandverysatisfied
1666,Anitha,Great service and fast delivery,2025-11-27,Headphones,greatserviceandfastdelivery
1667,Karthik,"Amazing experience, highly recommend",2025-11-06,Smart Watch,amazingexperiencehighlyrecommend
1668,Rahul,Worst product ever,2025-02-27,E-commerce,worstproductever
1669,Sneha,Excellent quality and very satisfied,2025-02-15,Banking App,excellentqualityandverysatisfied
